sex.x,SampYear.x,lbin.x,n.x,sex.y,SampYear.y,lbin.y,n.y,ncomp,POP
1,10,14,8,1,11,1,11,88,0
2,10,14,7,1,11,1,11,77,0
1,11,14,3,1,11,1,11,33,0
2,11,14,11,1,11,1,11,121,0
1,12,14,4,1,11,1,11,44,0
2,12,14,8,1,11,1,11,88,0
1,13,14,8,1,11,1,11,88,0
2,13,14,7,1,11,1,11,77,0
1,14,14,3,1,11,1,11,33,0
2,14,14,5,1,11,1,11,55,0
1,15,14,8,1,11,1,11,88,0
2,15,14,7,1,11,1,11,77,0
1,10,15,0,1,11,1,11,0,0
2,10,15,7,1,11,1,11,77,0
1,11,15,4,1,11,1,11,44,0
2,11,15,6,1,11,1,11,66,0
1,12,15,1,1,11,1,11,11,0
2,12,15,5,1,11,1,11,55,0
1,13,15,0,1,11,1,11,0,0
2,13,15,2,1,11,1,11,22,0
1,14,15,0,1,11,1,11,0,0
2,14,15,3,1,11,1,11,33,0
1,15,15,0,1,11,1,11,0,0
2,15,15,7,1,11,1,11,77,0
1,10,16,0,1,11,1,11,0,0
2,10,16,5,1,11,1,11,55,0
1,11,16,2,1,11,1,11,22,0
2,11,16,8,1,11,1,11,88,0
1,12,16,0,1,11,1,11,0,0
2,12,16,5,1,11,1,11,55,0
1,13,16,0,1,11,1,11,0,0
2,13,16,4,1,11,1,11,44,0
1,14,16,2,1,11,1,11,22,0
2,14,16,3,1,11,1,11,33,0
1,15,16,2,1,11,1,11,22,0
2,15,16,4,1,11,1,11,44,0
1,10,17,0,1,11,1,11,0,0
2,10,17,7,1,11,1,11,77,0
1,11,17,1,1,11,1,11,11,0
2,11,17,5,1,11,1,11,55,0
1,12,17,1,1,11,1,11,11,0
2,12,17,2,1,11,1,11,22,0
1,13,17,0,1,11,1,11,0,0
2,13,17,3,1,11,1,11,33,0
1,14,17,0,1,11,1,11,0,0
2,14,17,1,1,11,1,11,11,0
1,15,17,0,1,11,1,11,0,0
2,15,17,6,1,11,1,11,66,0
1,10,18,1,1,11,1,11,11,0
2,10,18,4,1,11,1,11,44,0
1,11,18,1,1,11,1,11,11,0
2,11,18,2,1,11,1,11,22,0
1,12,18,0,1,11,1,11,0,0
2,12,18,4,1,11,1,11,44,0
1,13,18,0,1,11,1,11,0,0
2,13,18,4,1,11,1,11,44,0
1,14,18,0,1,11,1,11,0,0
2,14,18,2,1,11,1,11,22,0
1,15,18,0,1,11,1,11,0,0
2,15,18,0,1,11,1,11,0,0
1,10,19,0,1,11,1,11,0,0
2,10,19,1,1,11,1,11,11,0
1,11,19,0,1,11,1,11,0,0
2,11,19,4,1,11,1,11,44,0
1,12,19,0,1,11,1,11,0,0
2,12,19,3,1,11,1,11,33,0
1,13,19,0,1,11,1,11,0,0
2,13,19,1,1,11,1,11,11,0
1,14,19,0,1,11,1,11,0,0
2,14,19,1,1,11,1,11,11,0
1,15,19,0,1,11,1,11,0,0
2,15,19,1,1,11,1,11,11,0
1,10,20,0,1,11,1,11,0,0
2,10,20,1,1,11,1,11,11,0
1,11,20,1,1,11,1,11,11,0
2,11,20,1,1,11,1,11,11,0
1,12,20,0,1,11,1,11,0,0
2,12,20,1,1,11,1,11,11,0
1,13,20,0,1,11,1,11,0,0
2,13,20,0,1,11,1,11,0,0
1,14,20,0,1,11,1,11,0,0
2,14,20,0,1,11,1,11,0,0
1,15,20,0,1,11,1,11,0,0
2,15,20,0,1,11,1,11,0,0
1,10,21,0,1,11,1,11,0,0
2,10,21,1,1,11,1,11,11,0
1,11,21,0,1,11,1,11,0,0
2,11,21,0,1,11,1,11,0,0
1,12,21,0,1,11,1,11,0,0
2,12,21,2,1,11,1,11,22,0
1,13,21,0,1,11,1,11,0,0
2,13,21,1,1,11,1,11,11,0
1,14,21,0,1,11,1,11,0,0
2,14,21,0,1,11,1,11,0,0
1,15,21,0,1,11,1,11,0,0
2,15,21,0,1,11,1,11,0,0
1,10,22,0,1,11,1,11,0,0
2,10,22,2,1,11,1,11,22,0
1,11,22,0,1,11,1,11,0,0
2,11,22,0,1,11,1,11,0,0
1,12,22,0,1,11,1,11,0,0
2,12,22,0,1,11,1,11,0,0
1,13,22,0,1,11,1,11,0,0
2,13,22,0,1,11,1,11,0,0
1,14,22,0,1,11,1,11,0,0
2,14,22,0,1,11,1,11,0,0
1,15,22,0,1,11,1,11,0,0
2,15,22,0,1,11,1,11,0,0
1,10,1,14,2,11,1,15,210,0
2,10,1,15,2,11,1,15,225,0
1,11,1,11,2,11,1,15,165,0
2,11,1,15,2,11,1,15,105,0
1,12,1,10,2,11,1,15,150,0
2,12,1,19,2,11,1,15,285,0
1,13,1,11,2,11,1,15,165,0
2,13,1,11,2,11,1,15,165,0
1,14,1,11,2,11,1,15,165,0
2,14,1,11,2,11,1,15,165,0
1,15,1,10,2,11,1,15,150,0
2,15,1,14,2,11,1,15,210,0
1,10,2,12,2,11,1,15,180,0
2,10,2,11,2,11,1,15,165,0
1,11,2,15,2,11,1,15,225,0
2,11,2,14,2,11,1,15,210,0
1,12,2,14,2,11,1,15,210,0
2,12,2,10,2,11,1,15,150,0
1,13,2,10,2,11,1,15,150,0
2,13,2,14,2,11,1,15,210,0
1,14,2,17,2,11,1,15,255,0
2,14,2,20,2,11,1,15,300,0
1,15,2,13,2,11,1,15,195,0
2,15,2,20,2,11,1,15,300,0
1,10,3,19,2,11,1,15,285,0
2,10,3,19,2,11,1,15,285,0
1,11,3,21,2,11,1,15,315,0
2,11,3,22,2,11,1,15,330,0
1,12,3,13,2,11,1,15,195,0
2,12,3,14,2,11,1,15,210,0
1,13,3,27,2,11,1,15,405,0
2,13,3,23,2,11,1,15,345,0
1,14,3,19,2,11,1,15,285,0
2,14,3,22,2,11,1,15,330,0
1,15,3,24,2,11,1,15,360,0
2,15,3,16,2,11,1,15,240,0
1,10,4,18,2,11,1,15,270,0
2,10,4,20,2,11,1,15,300,0
1,11,4,20,2,11,1,15,300,0
2,11,4,20,2,11,1,15,300,0
1,12,4,27,2,11,1,15,405,0
2,12,4,22,2,11,1,15,330,0
1,13,4,28,2,11,1,15,420,0
2,13,4,15,2,11,1,15,225,0
1,14,4,30,2,11,1,15,450,0
2,14,4,18,2,11,1,15,270,0
1,15,4,26,2,11,1,15,390,0
2,15,4,16,2,11,1,15,240,0
1,10,5,19,2,11,1,15,285,0
2,10,5,18,2,11,1,15,270,0
1,11,5,24,2,11,1,15,360,0
2,11,5,15,2,11,1,15,225,0
1,12,5,25,2,11,1,15,375,0
2,12,5,18,2,11,1,15,270,0
1,13,5,19,2,11,1,15,285,0
2,13,5,21,2,11,1,15,315,0
1,14,5,15,2,11,1,15,225,0
2,14,5,27,2,11,1,15,405,0
1,15,5,18,2,11,1,15,270,0
2,15,5,29,2,11,1,15,435,0
1,10,6,12,2,11,1,15,180,0
2,10,6,15,2,11,1,15,225,0
1,11,6,13,2,11,1,15,195,0
2,11,6,14,2,11,1,15,210,0
1,12,6,18,2,11,1,15,270,0
2,12,6,12,2,11,1,15,180,0
1,13,6,11,2,11,1,15,165,0
2,13,6,18,2,11,1,15,270,0
1,14,6,15,2,11,1,15,225,0
2,14,6,12,2,11,1,15,180,0
1,15,6,8,2,11,1,15,120,0
2,15,6,18,2,11,1,15,270,0
1,10,7,10,2,11,1,15,150,0
2,10,7,6,2,11,1,15,90,0
1,11,7,12,2,11,1,15,180,0
2,11,7,7,2,11,1,15,105,0
1,12,7,8,2,11,1,15,120,0
2,12,7,8,2,11,1,15,120,0
1,13,7,11,2,11,1,15,165,0
2,13,7,6,2,11,1,15,90,0
1,14,7,8,2,11,1,15,120,0
2,14,7,6,2,11,1,15,90,0
1,15,7,11,2,11,1,15,165,0
2,15,7,7,2,11,1,15,105,0
1,10,8,13,2,11,1,15,195,0
2,10,8,8,2,11,1,15,120,0
1,11,8,11,2,11,1,15,165,0
2,11,8,5,2,11,1,15,75,0
1,12,8,10,2,11,1,15,150,0
2,12,8,9,2,11,1,15,135,0
1,13,8,8,2,11,1,15,120,0
2,13,8,0,2,11,1,15,0,0
1,14,8,7,2,11,1,15,105,0
2,14,8,12,2,11,1,15,180,0
1,15,8,12,2,11,1,15,180,0
2,15,8,6,2,11,1,15,90,0
1,10,9,13,2,11,1,15,195,0
2,10,9,6,2,11,1,15,90,0
1,11,9,14,2,11,1,15,210,0
2,11,9,7,2,11,1,15,105,0
1,12,9,11,2,11,1,15,165,0
2,12,9,9,2,11,1,15,135,0
1,13,9,9,2,11,1,15,135,0
2,13,9,4,2,11,1,15,60,0
1,14,9,8,2,11,1,15,120,0
2,14,9,9,2,11,1,15,135,0
1,15,9,12,2,11,1,15,180,0
2,15,9,11,2,11,1,15,165,0
1,10,10,7,2,11,1,15,105,0
2,10,10,7,2,11,1,15,105,0
1,11,10,9,2,11,1,15,135,0
2,11,10,10,2,11,1,15,150,0
1,12,10,11,2,11,1,15,165,0
2,12,10,10,2,11,1,15,150,0
1,13,10,8,2,11,1,15,120,0
2,13,10,15,2,11,1,15,225,0
1,14,10,10,2,11,1,15,150,0
2,14,10,7,2,11,1,15,105,0
1,15,10,10,2,11,1,15,150,0
2,15,10,12,2,11,1,15,180,0
1,10,11,12,2,11,1,15,180,0
2,10,11,10,2,11,1,15,150,0
1,11,11,9,2,11,1,15,135,0
2,11,11,12,2,11,1,15,180,0
1,12,11,16,2,11,1,15,240,0
2,12,11,7,2,11,1,15,105,0
1,13,11,8,2,11,1,15,120,0
2,13,11,7,2,11,1,15,105,0
1,14,11,10,2,11,1,15,150,0
2,14,11,9,2,11,1,15,135,0
1,15,11,11,2,11,1,15,165,0
2,15,11,8,2,11,1,15,120,0
1,10,12,13,2,11,1,15,195,0
2,10,12,8,2,11,1,15,120,0
1,11,12,9,2,11,1,15,135,0
2,11,12,16,2,11,1,15,240,0
1,12,12,11,2,11,1,15,165,0
2,12,12,10,2,11,1,15,150,0
1,13,12,10,2,11,1,15,150,0
2,13,12,11,2,11,1,15,165,0
1,14,12,7,2,11,1,15,105,0
2,14,12,12,2,11,1,15,180,0
1,15,12,9,2,11,1,15,135,0
2,15,12,10,2,11,1,15,150,0
1,10,13,13,2,11,1,15,195,0
2,10,13,4,2,11,1,15,60,0
1,11,13,8,2,11,1,15,120,0
2,11,13,10,2,11,1,15,150,0
1,12,13,7,2,11,1,15,105,0
2,12,13,6,2,11,1,15,90,0
1,13,13,13,2,11,1,15,195,0
2,13,13,8,2,11,1,15,120,0
1,14,13,6,2,11,1,15,90,0
2,14,13,7,2,11,1,15,105,0
1,15,13,6,2,11,1,15,90,0
2,15,13,9,2,11,1,15,135,0
1,10,14,8,2,11,1,15,120,0
2,10,14,7,2,11,1,15,105,0
1,11,14,3,2,11,1,15,45,0
2,11,14,11,2,11,1,15,165,0
1,12,14,4,2,11,1,15,60,0
2,12,14,8,2,11,1,15,120,0
1,13,14,8,2,11,1,15,120,0
2,13,14,7,2,11,1,15,105,0
1,14,14,3,2,11,1,15,45,0
2,14,14,5,2,11,1,15,75,0
1,15,14,8,2,11,1,15,120,0
2,15,14,7,2,11,1,15,105,0
1,10,15,0,2,11,1,15,0,0
2,10,15,7,2,11,1,15,105,0
1,11,15,4,2,11,1,15,60,0
2,11,15,6,2,11,1,15,90,0
1,12,15,1,2,11,1,15,15,0
2,12,15,5,2,11,1,15,75,0
1,13,15,0,2,11,1,15,0,0
2,13,15,2,2,11,1,15,30,0
1,14,15,0,2,11,1,15,0,0
2,14,15,3,2,11,1,15,45,0
1,15,15,0,2,11,1,15,0,0
2,15,15,7,2,11,1,15,105,0
1,10,16,0,2,11,1,15,0,0
2,10,16,5,2,11,1,15,75,0
1,11,16,2,2,11,1,15,30,0
2,11,16,8,2,11,1,15,120,0
1,12,16,0,2,11,1,15,0,0
2,12,16,5,2,11,1,15,75,0
1,13,16,0,2,11,1,15,0,0
2,13,16,4,2,11,1,15,60,0
1,14,16,2,2,11,1,15,30,0
2,14,16,3,2,11,1,15,45,0
1,15,16,2,2,11,1,15,30,0
2,15,16,4,2,11,1,15,60,0
1,10,17,0,2,11,1,15,0,0
2,10,17,7,2,11,1,15,105,0
1,11,17,1,2,11,1,15,15,0
2,11,17,5,2,11,1,15,75,0
1,12,17,1,2,11,1,15,15,0
2,12,17,2,2,11,1,15,30,0
1,13,17,0,2,11,1,15,0,0
2,13,17,3,2,11,1,15,45,0
1,14,17,0,2,11,1,15,0,0
2,14,17,1,2,11,1,15,15,0
1,15,17,0,2,11,1,15,0,0
2,15,17,6,2,11,1,15,90,0
1,10,18,1,2,11,1,15,15,0
2,10,18,4,2,11,1,15,60,0
1,11,18,1,2,11,1,15,15,0
2,11,18,2,2,11,1,15,30,0
1,12,18,0,2,11,1,15,0,0
2,12,18,4,2,11,1,15,60,0
1,13,18,0,2,11,1,15,0,0
2,13,18,4,2,11,1,15,60,0
1,14,18,0,2,11,1,15,0,0
2,14,18,2,2,11,1,15,30,0
1,15,18,0,2,11,1,15,0,0
2,15,18,0,2,11,1,15,0,0
1,10,19,0,2,11,1,15,0,0
2,10,19,1,2,11,1,15,15,0
1,11,19,0,2,11,1,15,0,0
2,11,19,4,2,11,1,15,60,0
1,12,19,0,2,11,1,15,0,0
2,12,19,3,2,11,1,15,45,0
1,13,19,0,2,11,1,15,0,0
2,13,19,1,2,11,1,15,15,0
1,14,19,0,2,11,1,15,0,0
2,14,19,1,2,11,1,15,15,0
1,15,19,0,2,11,1,15,0,0
2,15,19,1,2,11,1,15,15,0
1,10,20,0,2,11,1,15,0,0
2,10,20,1,2,11,1,15,15,0
1,11,20,1,2,11,1,15,15,0
2,11,20,1,2,11,1,15,15,0
1,12,20,0,2,11,1,15,0,0
2,12,20,1,2,11,1,15,15,0
1,13,20,0,2,11,1,15,0,0
2,13,20,0,2,11,1,15,0,0
1,14,20,0,2,11,1,15,0,0
2,14,20,0,2,11,1,15,0,0
1,15,20,0,2,11,1,15,0,0
2,15,20,0,2,11,1,15,0,0
1,10,21,0,2,11,1,15,0,0
2,10,21,1,2,11,1,15,15,0
1,11,21,0,2,11,1,15,0,0
2,11,21,0,2,11,1,15,0,0
1,12,21,0,2,11,1,15,0,0
2,12,21,2,2,11,1,15,30,0
1,13,21,0,2,11,1,15,0,0
2,13,21,1,2,11,1,15,15,0
1,14,21,0,2,11,1,15,0,0
2,14,21,0,2,11,1,15,0,0
1,15,21,0,2,11,1,15,0,0
2,15,21,0,2,11,1,15,0,0
1,10,22,0,2,11,1,15,0,0
2,10,22,2,2,11,1,15,30,0
1,11,22,0,2,11,1,15,0,0
2,11,22,0,2,11,1,15,0,0
1,12,22,0,2,11,1,15,0,0
2,12,22,0,2,11,1,15,0,0
1,13,22,0,2,11,1,15,0,0
2,13,22,0,2,11,1,15,0,0
1,14,22,0,2,11,1,15,0,0
2,14,22,0,2,11,1,15,0,0
1,15,22,0,2,11,1,15,0,0
2,15,22,0,2,11,1,15,0,0
1,10,1,14,1,12,1,10,140,0
2,10,1,15,1,12,1,10,150,0
1,11,1,11,1,12,1,10,110,0
2,11,1,15,1,12,1,10,150,0
1,12,1,10,1,12,1,10,45,0
2,12,1,19,1,12,1,10,190,0
1,13,1,11,1,12,1,10,110,0
2,13,1,11,1,12,1,10,110,0
1,14,1,11,1,12,1,10,110,0
2,14,1,11,1,12,1,10,110,0
1,15,1,10,1,12,1,10,100,0
2,15,1,14,1,12,1,10,140,0
1,10,2,12,1,12,1,10,120,0
2,10,2,11,1,12,1,10,110,0
1,11,2,15,1,12,1,10,150,0
2,11,2,14,1,12,1,10,140,0
1,12,2,14,1,12,1,10,140,0
2,12,2,10,1,12,1,10,100,0
1,13,2,10,1,12,1,10,100,0
2,13,2,14,1,12,1,10,140,0
1,14,2,17,1,12,1,10,170,0
2,14,2,20,1,12,1,10,200,0
1,15,2,13,1,12,1,10,130,0
2,15,2,20,1,12,1,10,200,0
1,10,3,19,1,12,1,10,190,0
2,10,3,19,1,12,1,10,190,0
1,11,3,21,1,12,1,10,210,0
2,11,3,22,1,12,1,10,220,0
1,12,3,13,1,12,1,10,130,0
2,12,3,14,1,12,1,10,140,0
1,13,3,27,1,12,1,10,270,0
2,13,3,23,1,12,1,10,230,0
1,14,3,19,1,12,1,10,190,0
2,14,3,22,1,12,1,10,220,0
1,15,3,24,1,12,1,10,240,0
2,15,3,16,1,12,1,10,160,0
1,10,4,18,1,12,1,10,180,0
2,10,4,20,1,12,1,10,200,0
1,11,4,20,1,12,1,10,200,0
2,11,4,20,1,12,1,10,200,0
1,12,4,27,1,12,1,10,270,0
2,12,4,22,1,12,1,10,220,0
1,13,4,28,1,12,1,10,280,0
2,13,4,15,1,12,1,10,150,0
1,14,4,30,1,12,1,10,300,0
2,14,4,18,1,12,1,10,180,0
1,15,4,26,1,12,1,10,260,0
2,15,4,16,1,12,1,10,160,0
1,10,5,19,1,12,1,10,190,0
2,10,5,18,1,12,1,10,180,0
1,11,5,24,1,12,1,10,240,0
2,11,5,15,1,12,1,10,150,0
1,12,5,25,1,12,1,10,250,0
2,12,5,18,1,12,1,10,180,0
1,13,5,19,1,12,1,10,190,0
2,13,5,21,1,12,1,10,210,0
1,14,5,15,1,12,1,10,150,0
2,14,5,27,1,12,1,10,270,0
1,15,5,18,1,12,1,10,180,0
2,15,5,29,1,12,1,10,290,0
1,10,6,12,1,12,1,10,120,0
2,10,6,15,1,12,1,10,150,0
1,11,6,13,1,12,1,10,130,0
2,11,6,14,1,12,1,10,140,0
1,12,6,18,1,12,1,10,180,0
2,12,6,12,1,12,1,10,120,0
1,13,6,11,1,12,1,10,110,0
2,13,6,18,1,12,1,10,180,0
1,14,6,15,1,12,1,10,150,0
2,14,6,12,1,12,1,10,120,0
1,15,6,8,1,12,1,10,80,0
2,15,6,18,1,12,1,10,180,0
1,10,7,10,1,12,1,10,100,0
2,10,7,6,1,12,1,10,60,0
1,11,7,12,1,12,1,10,120,0
2,11,7,7,1,12,1,10,70,0
1,12,7,8,1,12,1,10,80,0
2,12,7,8,1,12,1,10,80,0
1,13,7,11,1,12,1,10,110,0
2,13,7,6,1,12,1,10,60,0
1,14,7,8,1,12,1,10,80,0
2,14,7,6,1,12,1,10,60,0
1,15,7,11,1,12,1,10,110,0
2,15,7,7,1,12,1,10,70,0
1,10,8,13,1,12,1,10,130,0
2,10,8,8,1,12,1,10,80,0
1,11,8,11,1,12,1,10,110,0
2,11,8,5,1,12,1,10,50,0
1,12,8,10,1,12,1,10,100,0
2,12,8,9,1,12,1,10,90,0
1,13,8,8,1,12,1,10,80,0
2,13,8,0,1,12,1,10,0,0
1,14,8,7,1,12,1,10,70,0
2,14,8,12,1,12,1,10,120,0
1,15,8,12,1,12,1,10,120,0
2,15,8,6,1,12,1,10,60,0
1,10,9,13,1,12,1,10,130,0
2,10,9,6,1,12,1,10,60,0
1,11,9,14,1,12,1,10,140,0
2,11,9,7,1,12,1,10,70,0
1,12,9,11,1,12,1,10,110,0
2,12,9,9,1,12,1,10,90,0
1,13,9,9,1,12,1,10,90,0
2,13,9,4,1,12,1,10,40,0
1,14,9,8,1,12,1,10,80,0
2,14,9,9,1,12,1,10,90,0
1,15,9,12,1,12,1,10,120,0
2,15,9,11,1,12,1,10,110,0
1,10,10,7,1,12,1,10,70,0
2,10,10,7,1,12,1,10,70,0
1,11,10,9,1,12,1,10,90,0
2,11,10,10,1,12,1,10,100,0
1,12,10,11,1,12,1,10,110,0
2,12,10,10,1,12,1,10,100,0
1,13,10,8,1,12,1,10,80,0
2,13,10,15,1,12,1,10,150,0
1,14,10,10,1,12,1,10,100,0
2,14,10,7,1,12,1,10,70,0
1,15,10,10,1,12,1,10,100,0
2,15,10,12,1,12,1,10,120,0
1,10,11,12,1,12,1,10,120,0
2,10,11,10,1,12,1,10,100,0
1,11,11,9,1,12,1,10,90,0
2,11,11,12,1,12,1,10,120,0
1,12,11,16,1,12,1,10,160,0
2,12,11,7,1,12,1,10,70,0
1,13,11,8,1,12,1,10,80,0
2,13,11,7,1,12,1,10,70,0
1,14,11,10,1,12,1,10,100,0
2,14,11,9,1,12,1,10,90,0
1,15,11,11,1,12,1,10,110,0
2,15,11,8,1,12,1,10,80,0
1,10,12,13,1,12,1,10,130,0
2,10,12,8,1,12,1,10,80,0
1,11,12,9,1,12,1,10,90,0
2,11,12,16,1,12,1,10,160,0
1,12,12,11,1,12,1,10,110,0
2,12,12,10,1,12,1,10,100,0
1,13,12,10,1,12,1,10,100,0
2,13,12,11,1,12,1,10,110,0
1,14,12,7,1,12,1,10,70,0
2,14,12,12,1,12,1,10,120,0
1,15,12,9,1,12,1,10,90,0
2,15,12,10,1,12,1,10,100,0
1,10,13,13,1,12,1,10,130,0
2,10,13,4,1,12,1,10,40,0
1,11,13,8,1,12,1,10,80,0
2,11,13,10,1,12,1,10,100,0
1,12,13,7,1,12,1,10,70,0
2,12,13,6,1,12,1,10,60,0
1,13,13,13,1,12,1,10,130,0
2,13,13,8,1,12,1,10,80,0
1,14,13,6,1,12,1,10,60,0
2,14,13,7,1,12,1,10,70,0
1,15,13,6,1,12,1,10,60,0
2,15,13,9,1,12,1,10,90,0
1,10,14,8,1,12,1,10,80,0
2,10,14,7,1,12,1,10,70,0
1,11,14,3,1,12,1,10,30,0
2,11,14,11,1,12,1,10,110,0
1,12,14,4,1,12,1,10,40,0
2,12,14,8,1,12,1,10,80,0
1,13,14,8,1,12,1,10,80,0
2,13,14,7,1,12,1,10,70,0
1,14,14,3,1,12,1,10,30,0
2,14,14,5,1,12,1,10,50,0
1,15,14,8,1,12,1,10,80,0
2,15,14,7,1,12,1,10,70,0
1,10,15,0,1,12,1,10,0,0
2,10,15,7,1,12,1,10,70,0
1,11,15,4,1,12,1,10,40,0
2,11,15,6,1,12,1,10,60,0
1,12,15,1,1,12,1,10,10,0
2,12,15,5,1,12,1,10,50,0
1,13,15,0,1,12,1,10,0,0
2,13,15,2,1,12,1,10,20,0
1,14,15,0,1,12,1,10,0,0
2,14,15,3,1,12,1,10,30,0
1,15,15,0,1,12,1,10,0,0
2,15,15,7,1,12,1,10,70,0
1,10,16,0,1,12,1,10,0,0
2,10,16,5,1,12,1,10,50,0
1,11,16,2,1,12,1,10,20,0
2,11,16,8,1,12,1,10,80,0
1,12,16,0,1,12,1,10,0,0
2,12,16,5,1,12,1,10,50,0
1,13,16,0,1,12,1,10,0,0
2,13,16,4,1,12,1,10,40,0
1,14,16,2,1,12,1,10,20,0
2,14,16,3,1,12,1,10,30,0
1,15,16,2,1,12,1,10,20,0
2,15,16,4,1,12,1,10,40,0
1,10,17,0,1,12,1,10,0,0
2,10,17,7,1,12,1,10,70,0
1,11,17,1,1,12,1,10,10,0
2,11,17,5,1,12,1,10,50,0
1,12,17,1,1,12,1,10,10,0
2,12,17,2,1,12,1,10,20,0
1,13,17,0,1,12,1,10,0,0
2,13,17,3,1,12,1,10,30,0
1,14,17,0,1,12,1,10,0,0
2,14,17,1,1,12,1,10,10,0
1,15,17,0,1,12,1,10,0,0
2,15,17,6,1,12,1,10,60,0
1,10,18,1,1,12,1,10,10,0
2,10,18,4,1,12,1,10,40,0
1,11,18,1,1,12,1,10,10,0
2,11,18,2,1,12,1,10,20,0
1,12,18,0,1,12,1,10,0,0
2,12,18,4,1,12,1,10,40,0
1,13,18,0,1,12,1,10,0,0
2,13,18,4,1,12,1,10,40,0
1,14,18,0,1,12,1,10,0,0
2,14,18,2,1,12,1,10,20,0
1,15,18,0,1,12,1,10,0,0
2,15,18,0,1,12,1,10,0,0
1,10,19,0,1,12,1,10,0,0
2,10,19,1,1,12,1,10,10,0
1,11,19,0,1,12,1,10,0,0
2,11,19,4,1,12,1,10,40,0
1,12,19,0,1,12,1,10,0,0
2,12,19,3,1,12,1,10,30,0
1,13,19,0,1,12,1,10,0,0
2,13,19,1,1,12,1,10,10,0
1,14,19,0,1,12,1,10,0,0
2,14,19,1,1,12,1,10,10,0
1,15,19,0,1,12,1,10,0,0
2,15,19,1,1,12,1,10,10,0
1,10,20,0,1,12,1,10,0,0
2,10,20,1,1,12,1,10,10,0
1,11,20,1,1,12,1,10,10,0
2,11,20,1,1,12,1,10,10,0
1,12,20,0,1,12,1,10,0,0
2,12,20,1,1,12,1,10,10,0
1,13,20,0,1,12,1,10,0,0
2,13,20,0,1,12,1,10,0,0
1,14,20,0,1,12,1,10,0,0
2,14,20,0,1,12,1,10,0,0
1,15,20,0,1,12,1,10,0,0
2,15,20,0,1,12,1,10,0,0
1,10,21,0,1,12,1,10,0,0
2,10,21,1,1,12,1,10,10,0
1,11,21,0,1,12,1,10,0,0
2,11,21,0,1,12,1,10,0,0
1,12,21,0,1,12,1,10,0,0
2,12,21,2,1,12,1,10,20,0
1,13,21,0,1,12,1,10,0,0
2,13,21,1,1,12,1,10,10,0
1,14,21,0,1,12,1,10,0,0
2,14,21,0,1,12,1,10,0,0
1,15,21,0,1,12,1,10,0,0
2,15,21,0,1,12,1,10,0,0
1,10,22,0,1,12,1,10,0,0
2,10,22,2,1,12,1,10,20,0
1,11,22,0,1,12,1,10,0,0
2,11,22,0,1,12,1,10,0,0
1,12,22,0,1,12,1,10,0,0
2,12,22,0,1,12,1,10,0,0
1,13,22,0,1,12,1,10,0,0
2,13,22,0,1,12,1,10,0,0
1,14,22,0,1,12,1,10,0,0
2,14,22,0,1,12,1,10,0,0
1,15,22,0,1,12,1,10,0,0
2,15,22,0,1,12,1,10,0,0
1,10,1,14,2,12,1,19,266,0
2,10,1,15,2,12,1,19,285,0
1,11,1,11,2,12,1,19,209,0
2,11,1,15,2,12,1,19,285,0
1,12,1,10,2,12,1,19,190,0
2,12,1,19,2,12,1,19,171,0
1,13,1,11,2,12,1,19,209,0
2,13,1,11,2,12,1,19,209,0
1,14,1,11,2,12,1,19,209,0
2,14,1,11,2,12,1,19,209,0
1,15,1,10,2,12,1,19,190,0
2,15,1,14,2,12,1,19,266,0
1,10,2,12,2,12,1,19,228,0
2,10,2,11,2,12,1,19,209,0
1,11,2,15,2,12,1,19,285,0
2,11,2,14,2,12,1,19,266,0
1,12,2,14,2,12,1,19,266,0
2,12,2,10,2,12,1,19,190,0
1,13,2,10,2,12,1,19,190,0
2,13,2,14,2,12,1,19,266,0
1,14,2,17,2,12,1,19,323,0
2,14,2,20,2,12,1,19,380,0
1,15,2,13,2,12,1,19,247,0
2,15,2,20,2,12,1,19,380,0
1,10,3,19,2,12,1,19,361,0
2,10,3,19,2,12,1,19,361,0
1,11,3,21,2,12,1,19,399,0
2,11,3,22,2,12,1,19,418,0
1,12,3,13,2,12,1,19,247,0
2,12,3,14,2,12,1,19,266,0
1,13,3,27,2,12,1,19,513,0
2,13,3,23,2,12,1,19,437,0
1,14,3,19,2,12,1,19,361,0
2,14,3,22,2,12,1,19,418,0
1,15,3,24,2,12,1,19,456,0
2,15,3,16,2,12,1,19,304,0
1,10,4,18,2,12,1,19,342,0
2,10,4,20,2,12,1,19,380,0
1,11,4,20,2,12,1,19,380,0
2,11,4,20,2,12,1,19,380,0
1,12,4,27,2,12,1,19,513,0
2,12,4,22,2,12,1,19,418,0
1,13,4,28,2,12,1,19,532,0
2,13,4,15,2,12,1,19,285,0
1,14,4,30,2,12,1,19,570,0
2,14,4,18,2,12,1,19,342,0
1,15,4,26,2,12,1,19,494,0
2,15,4,16,2,12,1,19,304,0
1,10,5,19,2,12,1,19,361,0
2,10,5,18,2,12,1,19,342,0
1,11,5,24,2,12,1,19,456,0
2,11,5,15,2,12,1,19,285,0
1,12,5,25,2,12,1,19,475,0
2,12,5,18,2,12,1,19,342,0
1,13,5,19,2,12,1,19,361,0
2,13,5,21,2,12,1,19,399,0
1,14,5,15,2,12,1,19,285,0
2,14,5,27,2,12,1,19,513,0
1,15,5,18,2,12,1,19,342,0
2,15,5,29,2,12,1,19,551,0
1,10,6,12,2,12,1,19,228,0
